,Date,Open,Close,High,Volume,aggregate_sentiment_score,Movement,Daily_Return,Volatility,sentiment_volatility,sentiment_volatility_lag1,aggregate_sentiment_score_lag1,Close_lag1,High_lag1,Volume_lag1,Daily_Return_lag1,Volatility_lag1
22,2007-08-29,1432.01,1463.76,1463.76,2824070000.0,0.4,0,2.1928997800816807,1.4598592378715596,0.5746564190888325,0.4916604519381236,-1.13,1432.35,1466.71,3078090000.0,-0.913147244993262,1.4889422883844528
23,2007-08-30,1463.67,1457.64,1468.43,2582960000.0,0.11,0,-0.418101328086562,1.5558966185456826,0.5834637949350413,0.5746564190888325,0.4,1463.76,1463.76,2824070000.0,2.1928997800816807,1.4598592378715596
24,2007-08-31,1457.6,1473.98,1481.46,2731610000.0,0.0,0,1.1209900935759132,1.2559156153885191,0.5834637949350413,0.5834637949350413,0.11,1457.64,1468.43,2582960000.0,-0.418101328086562,1.5558966185456826
25,2007-09-04,1473.95,1489.42,1496.4,2766600000.0,0.53,0,1.0475040366897836,1.258469646123088,0.6573203176534252,0.5834637949350413,0.0,1473.98,1481.46,2731610000.0,1.1209900935759132,1.2559156153885191
26,2007-09-07,1478.55,1453.55,1478.55,3191080000.0,-0.62,0,-2.408320017187904,1.7794857974208025,0.44780576146360596,0.6573203176534252,0.53,1489.42,1496.4,2766600000.0,1.0475040366897836,1.258469646123088
27,2007-09-10,1453.5,1451.69,1462.25,2835720000.0,-0.18,0,-0.12796257438684178,1.4336620409584742,0.4197261011659865,0.44780576146360596,-0.62,1453.55,1478.55,3191080000.0,-2.408320017187904,1.7794857974208025
28,2007-09-11,1451.68,1471.48,1472.47,3015330000.0,-0.02,0,1.3632387079886232,1.5676813099801237,0.4126984371184363,0.4197261011659865,-0.18,1451.69,1462.25,2835720000.0,-0.12796257438684178,1.4336620409584742
29,2007-09-12,1471.09,1471.56,1479.5,2885720000.0,-0.36,0,0.005436703183181457,1.4806424967043093,0.431045241245046,0.4126984371184363,-0.02,1471.48,1472.47,3015330000.0,1.3632387079886232,1.5676813099801237
30,2007-09-17,1484.23,1476.65,1484.23,2598390000.0,-0.1,1,0.34589143493979346,1.3837834539612714,0.2393324048264253,0.431045241245046,-0.36,1471.56,1479.5,2885720000.0,0.005436703183181457,1.4806424967043093
31,2007-09-18,1476.63,1519.78,1519.89,3708940000.0,-0.34,0,2.9208004605018045,1.2710429264934648,0.148323969741913,0.2393324048264253,-0.1,1476.65,1484.23,2598390000.0,0.34589143493979346,1.3837834539612714
32,2007-09-19,1519.75,1529.03,1538.73,3846750000.0,-0.1,0,0.608640724315368,1.1597074020133595,0.15517731793016634,0.148323969741913,-0.34,1519.78,1519.89,3708940000.0,2.9208004605018045,1.2710429264934648
33,2007-09-20,1528.68,1518.75,1529.14,2957700000.0,-0.28,0,-0.672321667985587,1.3614678162001426,0.12759310326189235,0.15517731793016634,-0.1,1529.03,1538.73,3846750000.0,0.608640724315368,1.1597074020133595
34,2007-09-21,1518.75,1525.75,1530.89,3679460000.0,-0.37,0,0.46090534979423836,1.3229468413227736,0.1300769003320725,0.12759310326189235,-0.28,1518.75,1529.14,2957700000.0,-0.672321667985587,1.3614678162001426
35,2007-09-24,1525.75,1517.72,1530.18,3131310000.0,-0.53,0,-0.5262985417007982,1.4391153539948656,0.15565988564816535,0.1300769003320725,-0.37,1525.75,1530.89,3679460000.0,0.46090534979423836,1.3229468413227736
36,2007-09-25,1516.33,1517.2,1518.27,3187770000.0,0.0,0,-0.034261919194578105,0.5717783658797864,0.2112581359380034,0.15565988564816535,-0.53,1517.72,1530.18,3131310000.0,-0.5262985417007982,1.4391153539948656
37,2007-09-27,1527.31,1531.38,1532.45,2872180000.0,0.11,1,0.9346163986290623,0.6728357311098558,0.2642536660105209,0.2112581359380034,0.0,1517.2,1518.27,3187770000.0,-0.034261919194578105,0.5717783658797864
38,2007-10-05,1543.83,1557.58,1561.91,2919030000.0,0.06,1,1.7108751583538861,0.8652951452820881,0.28588459209967915,0.2642536660105209,0.11,1531.38,1532.45,2872180000.0,0.9346163986290623,0.6728357311098558
39,2007-10-08,1556.51,1552.57,1556.51,2040650000.0,-0.26,0,-0.32165282040087506,0.9434505995986466,0.26801119379608,0.28588459209967915,0.06,1557.58,1561.91,2919030000.0,1.7108751583538861,0.8652951452820881
40,2007-10-10,1564.97,1562.46,1565.42,3044760000.0,0.03,1,0.6370083152450468,0.8059211378943496,0.14446452851824895,0.26801119379608,-0.26,1552.57,1556.51,2040650000.0,-0.32165282040087506,0.9434505995986466
41,2007-10-11,1564.71,1554.41,1576.08,3911260000.0,-0.59,1,-0.5152131894576417,0.9191111716570838,0.29487285395573454,0.14446452851824895,0.03,1562.46,1565.42,3044760000.0,0.6370083152450468,0.8059211378943496
42,2007-10-12,1555.41,1561.8,1563.03,2788690000.0,0.61,1,0.4754215425788466,0.8858070086945349,0.44379049111038865,0.29487285395573454,-0.59,1554.41,1576.08,3911260000.0,-0.5152131894576417,0.9191111716570838
43,2007-10-15,1562.25,1548.7,1564.73,3139290000.0,0.03,1,-0.8387757715456412,0.6404712454633943,0.4424703379888871,0.44379049111038865,0.61,1561.8,1563.03,2788690000.0,0.4754215425788466,0.8858070086945349
44,2007-10-16,1547.81,1538.53,1547.81,3234560000.0,-0.03,0,-0.656679795957904,0.6838597065182894,0.4249705872175155,0.4424703379888871,0.03,1548.7,1564.73,3139290000.0,-0.8387757715456412,0.6404712454633943
45,2007-10-17,1544.43,1541.23,1550.66,3638070000.0,-0.68,1,0.17549219059751486,0.5672861242595235,0.5237556682270846,0.4249705872175155,-0.03,1538.53,1547.81,3234560000.0,-0.656679795957904,0.6838597065182894
46,2007-10-18,1539.29,1540.07,1542.79,3203210000.0,0.03,0,-0.07526456142172844,0.5540876046560573,0.4574057279921186,0.5237556682270846,-0.68,1541.23,1550.66,3638070000.0,0.17549219059751486,0.5672861242595235
47,2007-10-19,1540.0,1500.63,1540.0,4160970000.0,-0.47,0,-2.560922555468248,1.0723029424691004,0.3298181317029128,0.4574057279921186,0.03,1540.07,1542.79,3203210000.0,-0.07526456142172844,0.5540876046560573
48,2007-10-22,1497.79,1506.32,1508.06,3471830000.0,0.10999999999999999,0,0.3791740802196353,1.1906132227342936,0.3467275587547087,0.3298181317029128,-0.47,1500.63,1540.0,4160970000.0,-2.560922555468248,1.0723029424691004
49,2007-10-23,1509.3,1519.58,1520.01,3309120000.0,0.45,1,0.8802910404163811,1.3439569643427036,0.4571870514351866,0.3467275587547087,0.10999999999999999,1506.32,1508.06,3471830000.0,0.3791740802196353,1.1906132227342936
50,2007-10-24,1516.6,1515.88,1517.22,4003300000.0,-0.59,0,-0.2434883323023329,1.3244758071096525,0.4302092514114497,0.4571870514351866,0.45,1519.58,1520.01,3309120000.0,0.8802910404163811,1.3439569643427036
51,2007-10-25,1516.15,1514.4,1523.23,4183960000.0,0.6199999999999999,1,-0.09763305802570343,1.3234628231147663,0.5397036223706488,0.4302092514114497,-0.59,1515.88,1517.22,4003300000.0,-0.2434883323023329,1.3244758071096525
52,2007-10-26,1522.17,1535.28,1535.53,3612120000.0,-0.020000000000000018,1,1.3787638668779634,0.6769699437443627,0.4697126781341972,0.5397036223706488,0.6199999999999999,1514.4,1523.23,4183960000.0,-0.09763305802570343,1.3234628231147663
53,2007-10-29,1536.92,1540.97,1544.67,3124480000.0,0.03999999999999998,1,0.3706164347871521,0.6772343139255125,0.4709033871188441,0.4697126781341972,-0.020000000000000018,1535.28,1535.53,3612120000.0,1.3787638668779634,0.6769699437443627
54,2007-10-30,1539.42,1531.02,1539.42,3212520000.0,-0.43,0,-0.6456971907305209,0.7758527422938963,0.47183683620505923,0.4709033871188441,0.03999999999999998,1540.97,1544.67,3124480000.0,0.3706164347871521,0.6772343139255125
55,2007-10-31,1532.15,1549.38,1552.76,3953070000.0,0.11999999999999994,1,1.1992005329780175,0.8559000098526699,0.375473034983872,0.47183683620505923,-0.43,1531.02,1539.42,3212520000.0,-0.6456971907305209,0.7758527422938963
56,2007-11-01,1545.79,1508.43,1545.79,4241470000.0,-0.99,0,-2.6429926809433457,1.6473940484034748,0.4619848482363895,0.375473034983872,0.11999999999999994,1549.38,1552.76,3953070000.0,1.1992005329780175,0.8559000098526699
57,2007-11-02,1511.06,1509.65,1513.15,4285990000.0,0.01,1,0.08087879450819901,1.453247232285463,0.4659935621872902,0.4619848482363895,-0.99,1508.43,1545.79,4241470000.0,-2.6429926809433457,1.6473940484034748
58,2007-11-05,1505.6,1502.17,1510.83,3819330000.0,-1.06,0,-0.4954790845560275,1.3998540121035292,0.5474029594366474,0.4659935621872902,0.01,1509.65,1513.15,4285990000.0,0.08087879450819901,1.453247232285463
59,2007-11-06,1505.32,1520.27,1520.77,3879160000.0,0.3899999999999999,1,1.204923543939751,1.5844533410678632,0.6712153156774656,0.5474029594366474,-1.06,1502.17,1510.83,3819330000.0,-0.4954790845560275,1.3998540121035292
60,2007-11-07,1515.45,1475.61,1515.45,4353160000.0,-0.52,0,-2.937636077801975,1.783927711577183,0.6293885922067541,0.6712153156774656,0.3899999999999999,1520.27,1520.77,3879160000.0,1.204923543939751,1.5844533410678632
61,2007-11-08,1475.27,1474.77,1482.5,5439720000.0,-0.43000000000000005,0,-0.0569256104255178,1.5301220935777944,0.5506087540168607,0.6293885922067541,-0.52,1475.61,1515.45,4353160000.0,-2.937636077801975,1.783927711577183
62,2007-11-09,1467.58,1453.69,1474.08,4587050000.0,-0.65,0,-1.429375428032842,1.5503152498254116,0.5298395983691667,0.5506087540168607,-0.43000000000000005,1474.77,1482.5,5439720000.0,-0.0569256104255178,1.5301220935777944
63,2007-11-12,1453.66,1439.18,1464.93,4192520000.0,-0.87,0,-0.9981495366962689,1.5465534804628425,0.4799791662145346,0.5298395983691667,-0.65,1453.69,1474.08,4587050000.0,-1.429375428032842,1.5503152498254116
64,2007-11-13,1441.34,1481.05,1481.36,4141310000.0,0.07,1,2.9092955710890767,2.1721843716828606,0.34914180500192166,0.4799791662145346,-0.87,1439.18,1464.93,4192520000.0,-0.9981495366962689,1.5465534804628425
65,2007-11-14,1483.4,1470.57,1492.14,4031470000.0,-1.0899999999999999,1,-0.7076060902737935,1.73142812936677,0.44528642467517443,0.34914180500192166,0.07,1481.05,1481.36,4141310000.0,2.9092955710890767,2.1721843716828606
66,2007-11-15,1468.04,1451.15,1472.67,3941010000.0,-1.21,0,-1.3205763751470423,1.821384620683521,0.5059644256269404,0.44528642467517443,-1.0899999999999999,1470.57,1492.14,4031470000.0,-0.7076060902737935,1.73142812936677
67,2007-11-16,1453.08,1458.73,1462.18,4168870000.0,0.31,1,0.5223443475864009,1.7280711989936242,0.6987989696615184,0.5059644256269404,-1.21,1451.15,1472.67,3941010000.0,-1.3205763751470423,1.821384620683521
68,2007-11-19,1456.69,1433.27,1456.69,4119650000.0,-1.2000000000000002,0,-1.7453538351854037,1.871119588762566,0.7493864156761849,0.6987989696615184,0.31,1458.73,1462.18,4168870000.0,0.5223443475864009,1.7280711989936242
69,2007-11-20,1434.51,1439.69,1452.64,4875150000.0,-0.3,1,0.4479267688572319,1.0238055504772583,0.6786530777945384,0.7493864156761849,-1.2000000000000002,1433.27,1456.69,4119650000.0,-1.7453538351854037,1.871119588762566
70,2007-11-21,1434.7,1416.77,1436.4,4076230000.0,-0.91,0,-1.5920093909105537,1.1267628532990146,0.6570920787834836,0.6786530777945384,-0.3,1439.69,1452.64,4875150000.0,0.4479267688572319,1.0238055504772583
71,2007-11-23,1417.61,1440.69,1440.85,1612720000.0,-0.34,1,1.6883474381868657,1.48430237188062,0.5871711845790799,0.6570920787834836,-0.91,1416.77,1436.4,4076230000.0,-1.5920093909105537,1.1267628532990146
72,2007-11-26,1440.73,1407.21,1446.08,3706470000.0,-0.55,1,-2.32388647106595,1.6990635113388142,0.38671695075339,0.5871711845790799,-0.34,1440.69,1440.85,1612720000.0,1.6883474381868657,1.48430237188062
73,2007-11-27,1409.58,1428.22,1429.48,4320720000.0,-0.62,1,1.4930252059038862,1.8165072566595333,0.24541801074900724,0.38671695075339,-0.55,1407.21,1446.08,3706470000.0,-2.32388647106595,1.6990635113388142
74,2007-11-28,1432.94,1469.02,1471.61,4508020000.0,-0.18,1,2.8567027488762164,2.2513665278966237,0.2788368698719734,0.24541801074900724,-0.62,1428.22,1429.48,4320720000.0,1.4930252059038862,1.8165072566595333
75,2007-11-30,1471.82,1481.14,1488.93,4422200000.0,-0.01,1,0.8250398224666888,1.9493980771800976,0.25347583711273114,0.2788368698719734,-0.18,1469.02,1471.61,4508020000.0,2.8567027488762164,2.2513665278966237
76,2007-12-03,1479.63,1472.42,1481.16,3323250000.0,-0.09,0,-0.5887357035796792,1.9870935485751802,0.27703790354390107,0.25347583711273114,-0.01,1481.14,1488.93,4422200000.0,0.8250398224666888,1.9493980771800976
77,2007-12-04,1471.33,1462.79,1471.33,3343620000.0,-0.38,0,-0.6540253460289969,1.479255646451677,0.2458251411064373,0.27703790354390107,-0.09,1472.42,1481.16,3323250000.0,-0.5887357035796792,1.9870935485751802
78,2007-12-05,1465.21,1485.01,1486.08,3663660000.0,0.48,1,1.5190150329165597,1.4824017261619409,0.3197342646636419,0.2458251411064373,-0.38,1462.79,1471.33,3343620000.0,-0.6540253460289969,1.479255646451677
79,2007-12-07,1508.59,1504.66,1510.63,3177710000.0,0.03,1,1.3232234126369535,1.0413596535390608,0.3097256850827839,0.3197342646636419,0.48,1485.01,1486.08,3663660000.0,1.5190150329165597,1.4824017261619409
80,2007-12-10,1505.1,1515.95,1518.27,2911760000.0,-0.03,1,0.75033562399478,1.03578050942212,0.3101128826733901,0.3097256850827839,0.03,1504.66,1510.63,3177710000.0,1.3232234126369535,1.0413596535390608
81,2007-12-11,1516.68,1477.65,1523.56,4080180000.0,-0.30000000000000004,1,-2.5264685510735796,1.688058122349489,0.33860005906674,0.3101128826733901,-0.03,1515.95,1518.27,2911760000.0,0.75033562399478,1.03578050942212
82,2007-12-12,1487.57,1486.58,1511.95,4482120000.0,-0.25,1,0.6043379690725104,1.6440439356979986,0.3097256850827839,0.33860005906674,-0.30000000000000004,1477.65,1523.56,4080180000.0,-2.5264685510735796,1.688058122349489
83,2007-12-13,1483.27,1488.41,1489.4,3635170000.0,-0.01,0,0.12310134671529305,1.5051803951695006,0.15139352694220404,0.3097256850827839,-0.25,1486.58,1511.95,4482120000.0,0.6043379690725104,1.6440439356979986
84,2007-12-14,1486.18,1467.94,1486.67,3401050000.0,-0.04,0,-1.3752930980039157,1.4179839564214765,0.13758633653092103,0.15139352694220404,-0.01,1488.41,1489.4,3635170000.0,0.12310134671529305,1.5051803951695006
85,2007-12-17,1465.05,1445.9,1465.05,3569030000.0,0.28,0,-1.501423763914056,1.2783393302591344,0.23028243528328396,0.13758633653092103,-0.04,1467.94,1486.67,3401050000.0,-1.3752930980039157,1.4179839564214765
86,2007-12-19,1454.69,1453.0,1464.42,3401300000.0,-0.3,1,0.49104364063903283,1.0267982599611318,0.23028243528328396,0.23028243528328396,0.28,1445.9,1465.05,3569030000.0,-1.501423763914056,1.2783393302591344
87,2007-12-21,1463.18,1484.45,1485.4,4508590000.0,-0.12,1,2.1644872677219595,1.5070719323367447,0.21052315787105194,0.23028243528328396,-0.3,1453.0,1464.42,3401300000.0,0.49104364063903283,1.0267982599611318
88,2007-12-26,1495.11,1497.66,1498.84,2010500000.0,-0.09000000000000001,1,0.8898918791471644,1.5631944414398489,0.21090282122342474,0.21052315787105194,-0.12,1484.45,1485.4,4508590000.0,2.1644872677219595,1.5070719323367447
89,2007-12-27,1495.05,1476.27,1495.05,2365770000.0,-0.6,0,-1.4282280357357569,1.5760956827493415,0.32137205852407247,0.21090282122342474,-0.09000000000000001,1497.66,1498.84,2010500000.0,0.8898918791471644,1.5631944414398489
90,2007-12-28,1479.82,1478.48,1488.01,2420510000.0,-0.62,1,0.14970161284859618,1.2992804369226167,0.25412595302329877,0.32137205852407247,-0.6,1476.27,1495.05,2365770000.0,-1.4282280357357569,1.5760956827493415
91,2007-12-31,1475.25,1468.35,1475.82,2440880000.0,-0.22999999999999998,0,-0.6851631405227043,1.3937975426233247,0.2591717577206279,0.25412595302329877,-0.62,1478.48,1488.01,2420510000.0,0.14970161284859618,1.2992804369226167
92,2008-01-02,1467.96,1447.16,1471.77,3452650000.0,-0.9299999999999999,0,-1.4431164231960891,1.0172531232057442,0.3354549150034917,0.2591717577206279,-0.22999999999999998,1468.35,1475.82,2440880000.0,-0.6851631405227043,1.3937975426233247
93,2008-01-03,1447.55,1447.16,1456.8,3429500000.0,0.02,1,0.0,0.757135065378938,0.3703646851415506,0.3354549150034917,-0.9299999999999999,1447.16,1471.77,3452650000.0,-1.4431164231960891,1.0172531232057442
94,2008-01-04,1444.01,1411.63,1444.01,4166000000.0,-1.17,0,-2.4551535421100668,1.0805817921246519,0.4884976970263011,0.3703646851415506,0.02,1447.16,1456.8,3429500000.0,0.0,0.757135065378938
95,2008-01-07,1414.06,1416.18,1423.86,4221260000.0,-0.15999999999999998,1,0.3223224215977316,1.1238651327200828,0.5226184076360111,0.4884976970263011,-1.17,1411.63,1444.01,4166000000.0,-2.4551535421100668,1.0805817921246519
96,2008-01-08,1415.7,1390.18,1430.28,4705390000.0,-0.28,0,-1.8359248118177018,1.1965787798808738,0.5167494557326595,0.5226184076360111,-0.15999999999999998,1416.18,1423.86,4221260000.0,0.3223224215977316,1.1238651327200828
97,2008-01-09,1390.25,1409.13,1409.18,5351030000.0,0.05,1,1.3631328317196267,1.5813417832550585,0.5003698632012121,0.5167494557326595,-0.28,1390.18,1430.28,4705390000.0,-1.8359248118177018,1.1965787798808738
98,2008-01-11,1419.91,1401.02,1419.91,4495840000.0,-0.44,1,-0.5755324207134982,1.5546469991192935,0.4661008474568565,0.5003698632012121,0.05,1409.13,1409.18,5351030000.0,1.3631328317196267,1.5813417832550585
99,2008-01-14,1402.91,1416.25,1417.89,3682090000.0,-0.24,1,1.0870651382564045,1.3057103082389356,0.17938784797192855,0.4661008474568565,-0.44,1401.02,1419.91,4495840000.0,-0.5755324207134982,1.5546469991192935
100,2008-01-15,1411.88,1380.94,1411.88,4601640000.0,-1.27,0,-2.493203883495143,1.7141241897304307,0.4986281179396122,0.17938784797192855,-0.24,1416.25,1417.89,3682090000.0,1.0870651382564045,1.3057103082389356
101,2008-01-16,1377.41,1373.19,1391.98,5440620000.0,-0.65,0,-0.5612119281069416,1.5511077973212772,0.4971418308692197,0.4986281179396122,-1.27,1380.94,1411.88,4601640000.0,-2.493203883495143,1.7141241897304307
102,2008-01-17,1374.79,1333.25,1377.71,5303130000.0,-1.01,1,-2.90855599006693,1.6248102154402693,0.41841367090476367,0.4971418308692197,-0.65,1373.19,1391.98,5440620000.0,-0.5612119281069416,1.5511077973212772
103,2008-01-18,1333.9,1325.18,1350.28,6004840000.0,-0.35000000000000003,1,-0.6052878304893983,1.622506374165726,0.435178124450207,0.41841367090476367,-1.01,1333.25,1377.71,5303130000.0,-2.90855599006693,1.6248102154402693
104,2008-01-22,1312.93,1310.5,1322.08,6544690000.0,-1.31,0,-1.1077740382438694,1.0954406049616279,0.41245605826560466,0.435178124450207,-0.35000000000000003,1325.18,1350.28,6004840000.0,-0.6052878304893983,1.622506374165726
105,2008-01-23,1310.41,1338.59,1339.08,3241680000.0,-0.66,0,2.1434566959175783,1.810734816530091,0.3703781851027404,0.41245605826560466,-1.31,1310.5,1322.08,6544690000.0,-1.1077740382438694,1.0954406049616279
106,2008-01-24,1340.13,1352.06,1355.15,5735300000.0,0.22,1,1.0062827303356503,1.9510869369088997,0.5933548685230449,0.3703781851027404,-0.66,1338.59,1339.08,3241680000.0,2.1434566959175783,1.810734816530091
107,2008-01-25,1357.31,1330.6,1368.56,4882250000.0,0.21000000000000002,1,-1.5872076682987513,1.558464351344579,0.6427052201437295,0.5933548685230449,0.22,1352.06,1355.15,5735300000.0,1.0062827303356503,1.9510869369088997
108,2008-01-28,1330.69,1353.95,1353.96,4100930000.0,-0.67,1,1.7548474372463652,1.6923668027971313,0.655034350244321,0.6427052201437295,0.21000000000000002,1330.6,1368.56,4882250000.0,-1.5872076682987513,1.558464351344579
109,2008-01-29,1355.93,1362.3,1364.93,4232960000.0,-6.938893903907228e-18,1,0.6167140588647868,1.4569357857354865,0.45138675213169444,0.655034350244321,-0.67,1353.95,1353.96,4100930000.0,1.7548474372463652,1.6923668027971313
110,2008-01-30,1362.21,1355.81,1385.85,4742760000.0,-0.89,0,-0.47640020553475493,1.3108368120991691,0.5191627875724528,0.45138675213169444,-6.938893903907228e-18,1362.3,1364.93,4232960000.0,0.6167140588647868,1.4569357857354865
111,2008-01-31,1351.97,1378.55,1385.61,4970290000.0,-0.15,0,1.677226160007672,1.4344782095562436,0.4630334761116088,0.5191627875724528,-0.89,1355.81,1385.85,4742760000.0,-0.47640020553475493,1.3108368120991691
112,2008-02-01,1378.59,1395.42,1396.02,4650770000.0,-1.1,1,1.2237495919625863,0.9215269208913844,0.47283189401731335,0.4630334761116088,-0.15,1378.55,1385.61,4970290000.0,1.677226160007672,1.4344782095562436
113,2008-02-04,1395.38,1380.81,1395.38,3495780000.0,-0.87,0,-1.0469966031732447,1.1422242570164862,0.4923108773935427,0.47283189401731335,-1.1,1395.42,1396.02,4650770000.0,1.2237495919625863,0.9215269208913844
114,2008-02-05,1380.28,1336.64,1380.28,4315740000.0,-0.66,0,-3.198847053541032,1.9495530683067477,0.3617042991173865,0.4923108773935427,-0.87,1380.81,1395.38,3495780000.0,-1.0469966031732447,1.1422242570164862
115,2008-02-06,1339.47,1326.44,1351.95,4008120000.0,0.02,1,-0.7631074934163262,1.957874868658965,0.47483681407405615,0.3617042991173865,-0.66,1336.64,1380.28,4315740000.0,-3.198847053541032,1.9495530683067477
116,2008-02-08,1336.88,1331.29,1341.21,3768490000.0,-0.3,1,0.3656403606646208,1.6735989353780367,0.44701230408121856,0.47483681407405615,0.02,1326.44,1351.95,4008120000.0,-0.7631074934163262,1.957874868658965
117,2008-02-12,1340.55,1348.85,1362.09,4044640000.0,-0.44999999999999996,1,1.3190214002959388,1.7010649417870942,0.3405436829541839,0.44701230408121856,-0.3,1331.29,1341.21,3768490000.0,0.3656403606646208,1.6735989353780367
118,2008-02-13,1353.11,1367.2,1369.22,3856420000.0,-0.03,1,1.3604181339659904,1.8954598070097726,0.2855345863463823,0.3405436829541839,-0.44999999999999996,1348.85,1362.09,4044640000.0,1.3190214002959388,1.7010649417870942
119,2008-02-15,1347.52,1349.98,1350.0,3583300000.0,-0.44,0,-1.2595084844938542,1.1920419459596623,0.22327113561766027,0.2855345863463823,-0.03,1367.2,1369.22,3856420000.0,1.3604181339659904,1.8954598070097726
120,2008-02-19,1355.85,1348.78,1367.28,3613550000.0,-0.18,1,-0.08889020578083384,1.0888945651624309,0.1784656829757465,0.22327113561766027,-0.44,1349.98,1350.0,3583300000.0,-1.2595084844938542,1.1920419459596623
121,2008-02-20,1348.39,1360.03,1363.7,3870520000.0,-0.08,0,0.8340871009356654,1.111638827725533,0.19831792657246,0.1784656829757465,-0.18,1348.78,1367.28,3613550000.0,-0.08889020578083384,1.0888945651624309
122,2008-02-21,1362.2,1342.53,1367.93,3696660000.0,-0.64,1,-1.2867363219928984,1.1997459444151133,0.25861167800391316,0.19831792657246,-0.08,1360.03,1363.7,3870520000.0,0.8340871009356654,1.111638827725533
123,2008-02-25,1352.75,1371.8,1374.35,3866350000.0,0.05,1,2.1802119878140402,1.4722623728388218,0.2791415411578858,0.25861167800391316,-0.64,1342.53,1367.93,3696660000.0,-1.2867363219928984,1.1997459444151133
124,2008-02-26,1371.76,1381.29,1387.33,4096060000.0,-0.9900000000000001,0,0.6917918063857664,1.2752431635426265,0.4341313165391317,0.2791415411578858,0.05,1371.8,1374.35,3866350000.0,2.1802119878140402,1.4722623728388218
125,2008-02-27,1378.94,1380.02,1388.33,3904700000.0,0.09,0,-0.09194303875362797,1.2755759975171537,0.4779435113065138,0.4341313165391317,-0.9900000000000001,1381.29,1387.33,4096060000.0,0.6917918063857664,1.2752431635426265
126,2008-02-28,1378.16,1367.68,1378.16,3938580000.0,-0.48,0,-0.8941899392762354,1.3805639535151826,0.46220125486631874,0.4779435113065138,0.09,1380.02,1388.33,3904700000.0,-0.09194303875362797,1.2755759975171537
127,2008-02-29,1364.06,1330.63,1364.06,4426730000.0,-0.64,0,-2.708967009826857,1.8195421248624881,0.46220125486631874,0.46220125486631874,-0.48,1367.68,1378.16,3938580000.0,-0.8941899392762354,1.3805639535151826
128,2008-03-05,1327.68,1333.69,1344.18,4277710000.0,-0.01,0,0.2299662565852234,1.3360114825753637,0.4483636916611332,0.46220125486631874,-0.64,1330.63,1364.06,4426730000.0,-2.708967009826857,1.8195421248624881
129,2008-03-10,1293.16,1273.36,1295.01,4261240000.0,-0.95,0,-4.523539953062572,1.9936178275546688,0.4355111938859892,0.4483636916611332,-0.01,1333.69,1344.18,4277710000.0,0.2299662565852234,1.3360114825753637
130,2008-03-11,1274.4,1320.65,1320.65,5109080000.0,0.21,1,3.713796569705363,3.1203474789871644,0.47098832257286344,0.4355111938859892,-0.95,1273.36,1295.01,4261240000.0,-4.523539953062572,1.9936178275546688
