Date,Open,Close,High,Volume
2021-03-04,3818.53,3768.46,3843.66,7195400000.0
2021-03-03,3863.98,3819.71,3874.46,6173660000.0
2021-03-02,3903.63,3870.29,3906.4,5536010000.0
2021-03-01,3842.51,3901.82,3914.5,5114820000.0
2021-02-26,3839.65,3811.14,3861.08,6526070000.0
2021-02-25,3915.8,3829.34,3925.02,6547470000.0
2021-02-24,3873.7,3925.42,3928.64,6012790000.0
2021-02-23,3857.07,3881.37,3895.97,6296610000.0
2021-02-22,3885.55,3876.5,3902.91,5917100000.0
2021-02-19,3921.15,3906.7,3930.4,4845320000.0
2021-02-18,3915.86,3913.96,3921.97,4793650000.0
2021-02-17,3918.5,3931.33,3933.61,4730650000.0
2021-02-16,3939.61,3932.59,3950.42,5058990000.0
2021-02-12,3911.64,3934.83,3937.22,4135060000.0
2021-02-11,3916.39,3916.37,3925.98,4590960000.0
2021-02-10,3920.78,3909.87,3931.5,4837070000.0
2021-02-09,3910.48,3911.22,3918.35,4568320000.0
2021-02-08,3892.59,3915.59,3915.77,4648360000.0
2021-02-05,3878.3,3886.83,3894.56,4879470000.0
2021-02-04,3836.65,3871.73,3872.41,4879240000.0
2021-02-03,3840.27,3830.16,3847.51,4864870000.0
2021-02-02,3791.84,3826.31,3843.09,5514090000.0
2021-02-01,3731.16,3773.86,3784.32,5436230000.0
2021-01-29,3778.05,3714.23,3778.05,6643370000.0
2021-01-28,3755.75,3787.37,3830.5,6992770000.0
2021-01-27,3836.83,3750.77,3836.83,9976520000.0
2021-01-26,3862.95,3849.62,3870.89,6137500000.0
2021-01-25,3851.67,3855.36,3859.22,7000840000.0
2021-01-22,3844.23,3841.46,3852.31,5110890000.0
2021-01-21,3857.45,3853.07,3861.44,4501760000.0
2021-01-20,3816.21,3851.85,3859.75,4566190000.0
2021-01-19,3781.87,3798.9,3804.53,5014440000.0
2021-01-15,3788.72,3768.25,3788.72,5369820000.0
2021-01-14,3814.97,3795.54,3823.6,5198480000.0
2021-01-13,3802.22,3809.84,3820.95,4602510000.0
2021-01-12,3801.62,3801.18,3810.78,4994950000.0
2021-01-11,3803.13,3799.61,3817.86,4465430000.0
2021-01-08,3815.05,3824.67,3826.68,4773040000.0
2021-01-07,3764.7,3803.79,3811.55,5099160000.0
2021-01-06,3712.19,3748.13,3783.04,6064110000.0
2021-01-05,3698.02,3726.86,3737.83,4591020000.0
2021-01-04,3764.61,3700.64,3769.98,5015000000.0
2020-12-31,3733.27,3756.07,3760.19,3179040000.0
2020-12-30,3736.18,3732.04,3744.62,3154850000.0
2020-12-29,3750.01,3727.04,3756.12,3393290000.0
2020-12-28,3723.03,3735.36,3740.51,3535460000.0
2020-12-24,3694.03,3703.06,3703.82,1883780000.0
2020-12-23,3693.41,3690.01,3711.23,3779160000.0
2020-12-22,3698.08,3687.26,3698.26,4053310000.0
2020-12-21,3684.28,3694.91,3702.89,4748580000.0
2020-12-18,3722.38,3709.4,3726.69,7097100000.0
2020-12-17,3713.64,3722.47,3725.12,4192810000.0
2020-12-16,3696.25,3701.16,3711.27,4067040000.0
2020-12-15,3666.4,3694.62,3695.29,4387080000.0
2020-12-14,3675.27,3647.48,3697.61,4623850000.0
2020-12-11,3656.08,3663.45,3665.9,4375470000.0
2020-12-10,3659.12,3668.1,3678.48,4658480000.0
2020-12-09,3705.97,3672.82,3712.38,5232800000.0
2020-12-08,3683.05,3702.25,3708.44,4584390000.0
2020-12-07,3694.72,3691.95,3697.4,4804500000.0
2020-12-04,3670.93,3699.12,3699.19,5099620000.0
2020-12-03,3668.28,3666.71,3682.72,5065340000.0
2020-12-02,3653.78,3669.01,3670.95,5041250000.0
2020-12-01,3645.87,3662.44,3678.44,5418480000.0
2020-11-30,3634.17,3621.62,3634.17,6308410000.0
2020-11-27,3638.55,3638.35,3644.31,2778390000.0
2020-11-25,3635.5,3629.64,3635.5,4910440000.0
2020-11-24,3594.52,3635.4,3642.31,6280290000.0
2020-11-23,3566.82,3577.59,3589.81,5057550000.0
2020-11-20,3579.31,3557.54,3581.22,4236370000.0
2020-11-19,3559.4,3581.87,3585.21,4363370000.0
2020-11-18,3612.09,3567.79,3619.09,5284810000.0
2020-11-17,3610.31,3609.53,3623.11,4812180000.0
2020-11-16,3600.15,3626.9,3628.51,5295510000.0
2020-11-13,3552.57,3585.14,3593.65,4719580000.0
2020-11-12,3562.66,3537.01,3569.02,4909660000.0
2020-11-11,3563.21,3572.65,3581.15,4635560000.0
2020-11-10,3543.26,3545.53,3557.21,6037470000.0
2020-11-09,3583.04,3550.5,3645.98,8570510000.0
2020-11-06,3508.34,3509.43,3521.58,4842460000.0
2020-11-05,3485.73,3510.44,3529.05,4858150000.0
2020-11-04,3406.45,3443.43,3486.25,4790400000.0
2020-11-03,3336.25,3369.15,3389.48,4241380000.0
2020-11-02,3296.19,3310.23,3330.13,4314690000.0
2020-10-30,3293.59,3269.95,3304.92,4843930000.0
2020-10-29,3277.16,3310.11,3341.05,4911860000.0
