Date,Open,Close,High,Volume,Movement,Daily_Return,Volatility,Close_lag1,High_lag1,Volume_lag1,Daily_Return_lag1,Volatility_lag1
2007-06-13,1492.65,1515.67,1515.69,3077930000.0,0,1.518419290020101,1.3997233337477542,1493.0,1511.32,3056200000.0,-1.0675166157536498,1.127956810447384
2007-06-14,1515.57,1522.96,1526.44,2813630000.0,0,0.48097541021461243,1.0052991432621865,1515.67,1515.69,3077930000.0,1.518419290020101,1.3997233337477542
2007-06-15,1522.96,1532.91,1538.7,3406030000.0,0,0.6533329831380996,0.9417439829431972,1522.96,1526.44,2813630000.0,0.48097541021461243,1.0052991432621865
2007-06-18,1532.9,1531.05,1535.43,2480240000.0,0,-0.12133784762315969,0.9604046165190019,1532.91,1538.7,3406030000.0,0.6533329831380996,0.9417439829431972
2007-06-19,1531.02,1533.69,1535.84,2873590000.0,0,0.17243068482415413,0.6217122737311722,1531.05,1535.43,2480240000.0,-0.12133784762315969,0.9604046165190019
2007-06-20,1533.68,1512.83,1537.31,3286900000.0,0,-1.360118407240063,0.7978805377011942,1533.69,1535.84,2873590000.0,0.17243068482415413,0.6217122737311722
2007-06-21,1512.5,1522.18,1522.9,3161110000.0,0,0.6180469715698411,0.8220279653850049,1512.83,1537.31,3286900000.0,-1.360118407240063,0.7978805377011942
2007-06-22,1522.18,1502.56,1522.18,4284320000.0,0,-1.2889408611333808,0.8879346379817732,1522.18,1522.9,3161110000.0,0.6180469715698411,0.8220279653850049
2007-06-25,1502.56,1497.73,1514.29,3287250000.0,0,-0.32145138962835773,0.8769018251238647,1502.56,1522.18,4284320000.0,-1.2889408611333808,0.8879346379817732
2007-06-26,1497.68,1492.89,1506.11,3398530000.0,0,-0.3231557089729109,0.8168912814141183,1497.73,1514.29,3287250000.0,-0.32145138962835773,0.8769018251238647
2007-06-27,1492.61,1506.33,1506.8,3398150000.0,0,0.900267266844823,0.8699293870466872,1492.89,1506.11,3398530000.0,-0.3231557089729109,0.8168912814141183
2007-06-28,1506.31,1505.7,1514.83,3006710000.0,0,-0.04182350480969044,0.7826540905405845,1506.33,1506.8,3398150000.0,0.900267266844823,0.8699293870466872
2007-06-29,1505.69,1503.34,1517.53,3165410000.0,0,-0.15673772995949964,0.5108584989492385,1505.7,1514.83,3006710000.0,-0.04182350480969044,0.7826540905405845
2007-07-02,1504.66,1519.43,1519.44,2648990000.0,1,1.0702835020687473,0.6455442606339631,1503.34,1517.53,3165410000.0,-0.15673772995949964,0.5108584989492385
2007-07-03,1519.11,1524.86,1526.01,1560790000.0,0,0.3573708561763089,0.5484484120159038,1519.43,1519.44,2648990000.0,1.0702835020687473,0.6455442606339631
2007-07-05,1524.85,1525.4,1526.56,2622950000.0,0,0.03541308710308666,0.49522608993564143,1524.86,1526.01,1560790000.0,0.3573708561763089,0.5484484120159038
2007-07-06,1524.95,1530.43,1532.4,2441520000.0,0,0.32974957388225423,0.4670185220350082,1525.4,1526.56,2622950000.0,0.03541308710308666,0.49522608993564143
